"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
0,0,0,0
0.1,6.57559151632861e-06,1.24396047391409,-1.2439670495056
0.2,1.82939481174675e-06,2.49112573789246,-2.49112756728727
0.3,-2.9168018928351e-06,3.73829100187084,-3.73828808506894
0.4,0.75397089084672,5.64722638056891,-6.40119727141563
0.5,1.47950215421274,7.98243961612819,-9.46194177034093
0.6,0.248981637071455,10.3561401092983,-10.6051217463697
0.7,-2.0353807811423,14.4969282150532,-12.4615474339109
0.8,-3.74947225545007,18.8992811793203,-15.1498089238702
0.9,-7.18428841535815,22.2423172360057,-15.0580288206475
1,-11.9245065459254,26.1600212917917,-14.2355147458662
1.1,-15.4579019211037,30.3109429400981,-14.8530410189944
1.2,-19.1641315712437,33.6899796182839,-14.5258480470401
1.3,-24.9287638767279,35.5536681026,-10.624904225872
1.4,-30.5156782743221,37.7130517822156,-7.1973735078935
1.5,-35.4222900231543,40.0891202841435,-4.66683026098912
1.6,-39.4761040352387,39.3726720114211,0.103432023817626
1.7,-44.6633705766101,35.8945843736871,8.76878620292304
1.8,-49.6189989721354,35.4323381564699,14.1866608156656
1.9,-51.5629529628711,33.2818402256944,18.2811127371768
2,-50.9755092778633,26.778646695025,24.1968625828382
2.1,-52.5359848644825,18.5513980143815,33.984586850101
2.2,-53.3384691611648,14.0896281142934,39.2488410468715
2.3,-50.5268318344468,9.67586854371814,40.8509632907287
2.4,-44.1733851053958,1.08823111237639,43.0851539930194
2.5,-39.4200109223254,-8.62268125421255,48.0426921765379
2.6,-36.6667039163698,-12.5882804748177,49.2549843911875
2.7,-32.0961859397984,-15.5187464289945,47.6149323687929
2.8,-22.5598223363621,-22.2284371127952,44.7882594491574
2.9,-14.4747523811885,-27.9355765310665,42.410328912255
3,-9.84123184529288,-29.1155946245789,38.9568264698718
3.1,-3.68796672715237,-28.7823949047391,32.4703616318915
3.2,5.56375552162515,-31.965558229078,26.4018027074529
3.3,7.85818182815877,-31.9780527226476,24.1198708944888
3.4,8.61573831865097,-28.8332766547076,20.2175383360567
3.5,11.2934329834119,-24.8915143860429,13.5980814026311
3.6,14.9662716030691,-23.9411384858409,8.97486688277176
3.7,15.4793966387657,-21.7698291728704,6.29043253410466
3.8,14.5111540042129,-16.7730124125096,2.26185840829667
3.9,17.0939660510787,-14.2896305223413,-2.80433552873736
4,18.1272659134523,-13.254836951024,-4.87242896242836
4.1,15.9663753068574,-9.84612677959513,-6.12024852726227
4.2,15.7010166795649,-5.6205831355728,-10.0804335439921
4.3,17.0816945972911,-3.95650349136308,-13.125191105928
4.4,15.5076519350938,-1.75632700911572,-13.751324925978
4.5,12.1322108616419,2.73816553208442,-14.8703763937264
4.6,12.5910921375904,6.24738582886738,-18.8384779664577
4.7,12.0641716194597,8.6566980439901,-20.7208696634498
4.8,8.71204448252407,12.1295242157029,-20.841568698227
4.9,5.10276764219141,17.2424743901066,-22.345242032298
5,2.67923043134909,20.8385509086652,-23.5177813400143
5.1,-2.16797726747742,23.5072925015831,-21.3393152341057
5.2,-8.59884867409617,27.4834419213616,-18.8845932472654
5.3,-11.5449465551119,31.2235538878037,-19.6786073326918
5.4,-14.4748539037434,32.7435644177809,-18.2687105140375
5.5,-19.90550159424,32.8134305492418,-12.9079289550018
5.6,-25.3197396961669,34.3697142163479,-9.04997452018106
5.7,-29.2509894508666,35.7985704342939,-6.54758098342736
5.8,-32.3597911871702,33.7528713827502,-1.39308019557998
5.9,-36.5165772202444,29.6744047026987,6.84217251754572
6,-41.0414543000781,29.4285672700587,11.6128870300194
6.1,-41.7406035839044,26.7245105079241,15.0160930759803
6.2,-41.0975042362893,20.1278817326028,20.9696225036864
6.3,-42.6838035367283,13.6166975355497,29.0671060011786
6.4,-42.7510082914001,10.2737269461919,32.4772813452081
6.5,-39.2216561482775,5.69167839007013,33.5299777582075
6.6,-33.7194192346587,-3.14488164205403,36.8643008767127
6.7,-31.3406810539832,-9.27047722630859,40.6111582802918
6.8,-29.0417505620565,-12.0373586640498,41.0791092261064
6.9,-23.7545874542454,-15.8554922599392,39.6100797141846
7.00000000000001,-15.1090454173953,-23.1608246894595,38.2698701068546
7.10000000000001,-10.2933590873279,-26.6331651845478,36.9265242718757
7.20000000000001,-6.00239937667046,-27.136922620975,33.1393219976454
7.30000000000001,2.88234728083799,-29.3580074324412,26.4756601516032
7.40000000000001,8.05167371294777,-32.3237991469526,24.2721254340048
7.50000000000001,9.45874358656451,-31.608632001419,22.1498884148545
